job_id,job_title,company,location,posted_date,role_category,salary_usd,description
1000,Senior Software Engineer,Willow Health Systems,"Mumbai, India",2026-03-30,Software Engineer,44500,"As a Senior Software Engineer at Willow Health Systems, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: C++, Python, Agile, JavaScript, and Docker. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1138,Software Engineer,Opaline Cosmetics Analytics,"Seattle, WA",2026-03-30,Software Engineer,127000,"Join Opaline Cosmetics Analytics as a Software Engineer! You'll be responsible for building and maintaining systems that rely on Git, JavaScript, Docker, REST API, Java, Linux, and Agile. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
1360,Applied Data Scientist,Cortex Systems,"Pune, India",2026-03-30,Data Scientist,46500,"As a Applied Data Scientist at Cortex Systems, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Machine Learning, SQL, Statistics, Scikit-learn, and Spark. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
1702,Senior Data Analyst,Nectar Foods,"Chicago, IL",2026-03-30,Data Analyst,90500,"Join Nectar Foods as a Senior Data Analyst! You'll be responsible for building and maintaining systems that rely on Excel, Power BI, A/B testing, SQL, and Tableau. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
1790,Data Scientist,Gridline Utilities,"Chicago, IL",2026-03-30,Data Scientist,135500,"Gridline Utilities is hiring a Data Scientist to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Scikit-learn, PyTorch, NLP, and AWS. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
46,Machine Learning Engineer,Vertex Insight Labs,"Pune, India",2026-03-31,ML Engineer,62500,"We are looking for a Machine Learning Engineer to join our growing team at Vertex Insight Labs. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Python, PyTorch, AWS, and Docker. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
98,Senior Data Scientist,Pixel & Co,"Delhi, India",2026-03-31,Data Scientist,44000,"We are looking for a Senior Data Scientist to join our growing team at Pixel & Co. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Machine Learning, PyTorch, A/B testing, TensorFlow, Scikit-learn, and SQL. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
154,Software Development Engineer,Lumina Commerce,"New York, NY",2026-03-31,Software Engineer,156000,"We are looking for a Software Development Engineer to join our growing team at Lumina Commerce. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Agile, Python, JavaScript, Java, and AWS. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
692,Big Data Engineer,Nimbus Analytics,"Austin, TX",2026-03-31,Data Engineer,119500,"Nimbus Analytics seeks an experienced Big Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Docker, SQL, Python, and Airflow to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
852,AI Engineer,Riverstone Tech,"London, UK",2026-03-31,ML Engineer,163000,"Riverstone Tech seeks an experienced AI Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Computer Vision, Kubernetes, Python, and Docker to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
905,AI Engineer,Anchor Payments,"Mumbai, India",2026-03-31,ML Engineer,44000,"We are looking for a AI Engineer to join our growing team at Anchor Payments. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Docker, Computer Vision, Kubernetes, and Git. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1498,Senior ML Engineer,Prism Media Analytics,"Austin, TX",2026-03-31,ML Engineer,145500,"Join Prism Media Analytics as a Senior ML Engineer! You'll be responsible for building and maintaining systems that rely on PyTorch, Python, Spark, Kubernetes, TensorFlow, Git, and Deep Learning. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
1594,Machine Learning Engineer,Tundra Telecom,"Austin, TX",2026-03-31,ML Engineer,159500,"Tundra Telecom seeks an experienced Machine Learning Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Kubernetes, Machine Learning, Scikit-learn, PyTorch, TensorFlow, and Airflow to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
1905,BI Analyst,Lumina Commerce,"New York, NY",2026-03-31,Data Analyst,105500,"We are looking for a BI Analyst to join our growing team at Lumina Commerce. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Excel, R, Statistics, Git, Tableau, and Python. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
491,Data Engineer,Nova Insurance,"Mumbai, India",2026-04-01,Data Engineer,53000,"Nova Insurance seeks an experienced Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with ETL, Python, Data warehousing, Snowflake, Spark, and AWS to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
873,Backend Engineer,Kestrel Media Group,"New York, NY",2026-04-01,Software Engineer,185000,"Kestrel Media Group seeks an experienced Backend Engineer to support our expanding analytics function. Day-to-day responsibilities include working with SQL, Java, JavaScript, Python, and REST API to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
